paper_id,title,venue,year,extract_status,sentence_index,sentence_role,sentence_count,abstract_flow,opening_style,problem_style,method_style,evidence_style,claim_strength,number_style,verb_or_adjective_cue,short_phrase_hint,what_to_imitate,what_not_to_imitate
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,1,numbers,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),design,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,2,numbers,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,3,numbers,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,4,background,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,5,numbers,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),propose|design,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,6,supporting_detail,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),design,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,7,background,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,8,bounded_claim,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,9,problem,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),propose,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,10,numbers,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),robust,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,11,evidence,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),robust,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_02,High-Throughput Portable True Random Number Generator Based on Jitter-Latch Structure,TCASI,2020,ok,12,numbers,12,numbers -> background -> numbers -> supporting_detail -> background -> bounded_claim -> problem -> numbers -> evidence -> numbers,metric-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,certification-risk,plain numeric (13 numeric tokens),design,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_03,A New Class of Digital Circuits for the Design of Entropy Sources in Programmable Logic,TCASI,2020,ok,1,numbers,6,numbers -> innovation -> bounded_claim -> supporting_detail,context-led opening,entropy-source/modeling gap,propose,quantified results|FPGA implementation|ASIC/silicon measurement|measurement|simulation/model,bounded,plain numeric (4 numeric tokens),propose|present|design|novel,omitted: use role labels/templates instead of copying source wording,把问题写成可测量/可建模的 gap；数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_03,A New Class of Digital Circuits for the Design of Entropy Sources in Programmable Logic,TCASI,2020,ok,2,numbers,6,numbers -> innovation -> bounded_claim -> supporting_detail,context-led opening,entropy-source/modeling gap,propose,quantified results|FPGA implementation|ASIC/silicon measurement|measurement|simulation/model,bounded,plain numeric (4 numeric tokens),novel,omitted: use role labels/templates instead of copying source wording,把问题写成可测量/可建模的 gap；数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_03,A New Class of Digital Circuits for the Design of Entropy Sources in Programmable Logic,TCASI,2020,ok,3,numbers,6,numbers -> innovation -> bounded_claim -> supporting_detail,context-led opening,entropy-source/modeling gap,propose,quantified results|FPGA implementation|ASIC/silicon measurement|measurement|simulation/model,bounded,plain numeric (4 numeric tokens),design,omitted: use role labels/templates instead of copying source wording,把问题写成可测量/可建模的 gap；数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_03,A New Class of Digital Circuits for the Design of Entropy Sources in Programmable Logic,TCASI,2020,ok,4,innovation,6,numbers -> innovation -> bounded_claim -> supporting_detail,context-led opening,entropy-source/modeling gap,propose,quantified results|FPGA implementation|ASIC/silicon measurement|measurement|simulation/model,bounded,plain numeric (4 numeric tokens),,omitted: use role labels/templates instead of copying source wording,把问题写成可测量/可建模的 gap；数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_03,A New Class of Digital Circuits for the Design of Entropy Sources in Programmable Logic,TCASI,2020,ok,5,bounded_claim,6,numbers -> innovation -> bounded_claim -> supporting_detail,context-led opening,entropy-source/modeling gap,propose,quantified results|FPGA implementation|ASIC/silicon measurement|measurement|simulation/model,bounded,plain numeric (4 numeric tokens),,omitted: use role labels/templates instead of copying source wording,把问题写成可测量/可建模的 gap；数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_03,A New Class of Digital Circuits for the Design of Entropy Sources in Programmable Logic,TCASI,2020,ok,6,supporting_detail,6,numbers -> innovation -> bounded_claim -> supporting_detail,context-led opening,entropy-source/modeling gap,propose,quantified results|FPGA implementation|ASIC/silicon measurement|measurement|simulation/model,bounded,plain numeric (4 numeric tokens),,omitted: use role labels/templates instead of copying source wording,把问题写成可测量/可建模的 gap；数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_04,A New Energy-Efficient and High Throughput Two-Phase Multi-Bit per Cycle Ring Oscillator-Based True Random Number Generator,TCASI,2021,ok,1,numbers,4,numbers -> problem_or_method -> limitation -> innovation,context-led opening,measurement/modeling gap,propose,quantified results|ASIC/silicon measurement|measurement,neutral/bounded,plain numeric (2 numeric tokens),,omitted: use role labels/templates instead of copying source wording,把问题写成可测量/可建模的 gap；数字集中放在证据句，不让开头变成流水账,不要把过多数字塞进摘要
rotrng_abs_04,A New Energy-Efficient and High Throughput Two-Phase Multi-Bit per Cycle Ring Oscillator-Based True Random Number Generator,TCASI,2021,ok,2,problem_or_method,4,numbers -> problem_or_method -> limitation -> innovation,context-led opening,measurement/modeling gap,propose,quantified results|ASIC/silicon measurement|measurement,neutral/bounded,plain numeric (2 numeric tokens),,omitted: use role labels/templates instead of copying source wording,把问题写成可测量/可建模的 gap；数字集中放在证据句，不让开头变成流水账,不要把过多数字塞进摘要
rotrng_abs_04,A New Energy-Efficient and High Throughput Two-Phase Multi-Bit per Cycle Ring Oscillator-Based True Random Number Generator,TCASI,2021,ok,3,limitation,4,numbers -> problem_or_method -> limitation -> innovation,context-led opening,measurement/modeling gap,propose,quantified results|ASIC/silicon measurement|measurement,neutral/bounded,plain numeric (2 numeric tokens),measured,omitted: use role labels/templates instead of copying source wording,把问题写成可测量/可建模的 gap；数字集中放在证据句，不让开头变成流水账,不要把过多数字塞进摘要
rotrng_abs_04,A New Energy-Efficient and High Throughput Two-Phase Multi-Bit per Cycle Ring Oscillator-Based True Random Number Generator,TCASI,2021,ok,4,innovation,4,numbers -> problem_or_method -> limitation -> innovation,context-led opening,measurement/modeling gap,propose,quantified results|ASIC/silicon measurement|measurement,neutral/bounded,plain numeric (2 numeric tokens),propose|design|lightweight,omitted: use role labels/templates instead of copying source wording,把问题写成可测量/可建模的 gap；数字集中放在证据句，不让开头变成流水账,不要把过多数字塞进摘要
rotrng_abs_05,TROT: A Three-Edge Ring Oscillator Based True Random Number Generator With Time-to-Digital Conversion,TCASI,2022,ok,1,innovation,10,innovation -> numbers -> innovation -> numbers -> evidence -> numbers,context-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|security evaluation|simulation/model,bounded,plain numeric (10 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_05,TROT: A Three-Edge Ring Oscillator Based True Random Number Generator With Time-to-Digital Conversion,TCASI,2022,ok,2,innovation,10,innovation -> numbers -> innovation -> numbers -> evidence -> numbers,context-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|security evaluation|simulation/model,bounded,plain numeric (10 numeric tokens),design,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_05,TROT: A Three-Edge Ring Oscillator Based True Random Number Generator With Time-to-Digital Conversion,TCASI,2022,ok,3,numbers,10,innovation -> numbers -> innovation -> numbers -> evidence -> numbers,context-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|security evaluation|simulation/model,bounded,plain numeric (10 numeric tokens),present,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_05,TROT: A Three-Edge Ring Oscillator Based True Random Number Generator With Time-to-Digital Conversion,TCASI,2022,ok,4,numbers,10,innovation -> numbers -> innovation -> numbers -> evidence -> numbers,context-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|security evaluation|simulation/model,bounded,plain numeric (10 numeric tokens),propose|efficient,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_05,TROT: A Three-Edge Ring Oscillator Based True Random Number Generator With Time-to-Digital Conversion,TCASI,2022,ok,5,innovation,10,innovation -> numbers -> innovation -> numbers -> evidence -> numbers,context-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|security evaluation|simulation/model,bounded,plain numeric (10 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_05,TROT: A Three-Edge Ring Oscillator Based True Random Number Generator With Time-to-Digital Conversion,TCASI,2022,ok,6,numbers,10,innovation -> numbers -> innovation -> numbers -> evidence -> numbers,context-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|security evaluation|simulation/model,bounded,plain numeric (10 numeric tokens),propose|design,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_05,TROT: A Three-Edge Ring Oscillator Based True Random Number Generator With Time-to-Digital Conversion,TCASI,2022,ok,7,numbers,10,innovation -> numbers -> innovation -> numbers -> evidence -> numbers,context-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|security evaluation|simulation/model,bounded,plain numeric (10 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_05,TROT: A Three-Edge Ring Oscillator Based True Random Number Generator With Time-to-Digital Conversion,TCASI,2022,ok,8,evidence,10,innovation -> numbers -> innovation -> numbers -> evidence -> numbers,context-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|security evaluation|simulation/model,bounded,plain numeric (10 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_05,TROT: A Three-Edge Ring Oscillator Based True Random Number Generator With Time-to-Digital Conversion,TCASI,2022,ok,9,numbers,10,innovation -> numbers -> innovation -> numbers -> evidence -> numbers,context-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|security evaluation|simulation/model,bounded,plain numeric (10 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_05,TROT: A Three-Edge Ring Oscillator Based True Random Number Generator With Time-to-Digital Conversion,TCASI,2022,ok,10,numbers,10,innovation -> numbers -> innovation -> numbers -> evidence -> numbers,context-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|security evaluation|simulation/model,bounded,plain numeric (10 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_06,High-Throughput FPGA-Compatible TRNG Architecture Exploiting Multistimuli Metastable Cells,TCASI,2022,ok,1,evidence,10,evidence -> numbers -> evidence -> numbers -> supporting_detail -> bounded_claim -> evidence -> numbers -> bounded_claim -> numbers,evaluation-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,bounded,plain numeric (48 numeric tokens),present,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_06,High-Throughput FPGA-Compatible TRNG Architecture Exploiting Multistimuli Metastable Cells,TCASI,2022,ok,2,numbers,10,evidence -> numbers -> evidence -> numbers -> supporting_detail -> bounded_claim -> evidence -> numbers -> bounded_claim -> numbers,evaluation-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,bounded,plain numeric (48 numeric tokens),propose,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_06,High-Throughput FPGA-Compatible TRNG Architecture Exploiting Multistimuli Metastable Cells,TCASI,2022,ok,3,evidence,10,evidence -> numbers -> evidence -> numbers -> supporting_detail -> bounded_claim -> evidence -> numbers -> bounded_claim -> numbers,evaluation-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,bounded,plain numeric (48 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_06,High-Throughput FPGA-Compatible TRNG Architecture Exploiting Multistimuli Metastable Cells,TCASI,2022,ok,4,numbers,10,evidence -> numbers -> evidence -> numbers -> supporting_detail -> bounded_claim -> evidence -> numbers -> bounded_claim -> numbers,evaluation-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,bounded,plain numeric (48 numeric tokens),demonstrate,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_06,High-Throughput FPGA-Compatible TRNG Architecture Exploiting Multistimuli Metastable Cells,TCASI,2022,ok,5,supporting_detail,10,evidence -> numbers -> evidence -> numbers -> supporting_detail -> bounded_claim -> evidence -> numbers -> bounded_claim -> numbers,evaluation-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,bounded,plain numeric (48 numeric tokens),propose,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_06,High-Throughput FPGA-Compatible TRNG Architecture Exploiting Multistimuli Metastable Cells,TCASI,2022,ok,6,bounded_claim,10,evidence -> numbers -> evidence -> numbers -> supporting_detail -> bounded_claim -> evidence -> numbers -> bounded_claim -> numbers,evaluation-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,bounded,plain numeric (48 numeric tokens),robust,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_06,High-Throughput FPGA-Compatible TRNG Architecture Exploiting Multistimuli Metastable Cells,TCASI,2022,ok,7,evidence,10,evidence -> numbers -> evidence -> numbers -> supporting_detail -> bounded_claim -> evidence -> numbers -> bounded_claim -> numbers,evaluation-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,bounded,plain numeric (48 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_06,High-Throughput FPGA-Compatible TRNG Architecture Exploiting Multistimuli Metastable Cells,TCASI,2022,ok,8,numbers,10,evidence -> numbers -> evidence -> numbers -> supporting_detail -> bounded_claim -> evidence -> numbers -> bounded_claim -> numbers,evaluation-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,bounded,plain numeric (48 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_06,High-Throughput FPGA-Compatible TRNG Architecture Exploiting Multistimuli Metastable Cells,TCASI,2022,ok,9,bounded_claim,10,evidence -> numbers -> evidence -> numbers -> supporting_detail -> bounded_claim -> evidence -> numbers -> bounded_claim -> numbers,evaluation-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,bounded,plain numeric (48 numeric tokens),propose,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_06,High-Throughput FPGA-Compatible TRNG Architecture Exploiting Multistimuli Metastable Cells,TCASI,2022,ok,10,numbers,10,evidence -> numbers -> evidence -> numbers -> supporting_detail -> bounded_claim -> evidence -> numbers -> bounded_claim -> numbers,evaluation-led opening,performance/implementation bottleneck,propose,quantified results|FPGA implementation|measurement,bounded,plain numeric (48 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账；最后一句主动限制 claim,不要把过多数字塞进摘要
rotrng_abs_07,Design of True Random Number Generator Based on Multi-Ring Convergence Oscillator Using Short Pulse Enhanced Randomness,TCASI,2023,ok,1,numbers,12,numbers -> innovation -> background -> supporting_detail -> method -> supporting_detail -> background -> innovation -> supporting_detail -> problem,context-led opening,security gap,propose,quantified results|security evaluation|simulation/model,certification-risk,plain numeric (2 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
rotrng_abs_07,Design of True Random Number Generator Based on Multi-Ring Convergence Oscillator Using Short Pulse Enhanced Randomness,TCASI,2023,ok,2,innovation,12,numbers -> innovation -> background -> supporting_detail -> method -> supporting_detail -> background -> innovation -> supporting_detail -> problem,context-led opening,security gap,propose,quantified results|security evaluation|simulation/model,certification-risk,plain numeric (2 numeric tokens),,omitted: use role labels/templates instead of copying source wording,数字集中放在证据句，不让开头变成流水账,不要照搬过强 claim 语气；不要把过多数字塞进摘要
