paper_id,venue,section_type,paragraph_index,sentence_index,sentence_text,sentence_function,sentence_skeleton,claim_type,claim_strength,has_citation,has_number,has_figure_reference,has_table_reference,hedging_pattern,punctuation_pattern,transition_pattern
01_TCASI:paper_01,TCAS-I,Introduction,,9,"Dynamical behaviors of tabu learning neurons (TLNs) have attracted attention, prompting a closer examination of the running trajectories of the neural network.",INTERPRET,"X behaviors of tabu learning neurons (X) have attracted attention, prompting a closer examination of the running trajectories of the neural network.",descriptive,low,False,False,False,False,,parentheses_count=2; comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_01,TCAS-I,Introduction,,10,"Li et al. took the memory decay rate as a bifurcation parameter and studied the dynamical behaviors of tabu learning neurons, proving that a single TLN can transition between stable and unstable dynamics through the Hopf bifurcation [8].",INTERPRET,"X et al. took the memory decay rate as a bifurcation parameter and studied the dynamical behaviors of tabu learning neurons, proving that a single X can transit",descriptive,medium,True,True,False,False,can,comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_01,TCAS-I,Introduction,,11,"Xiao and Cao studied the stability of a discrete-time tabu learning single neuron model, finding that Pitchfork, Flip, and Neimark-Sacker bifurcations occur when the bifurcation parameter exceeds a critical value [9].",INTERPRET,"X and X studied the stability of a discrete-time tabu learning single neuron model, finding that X, X, and X bifurcations occur when the bifurcation parameter e",descriptive,low,True,True,False,False,,hyphen_count=2; comma_count=3,SUPPORT/INTERPRET
01_TCASI:paper_01,TCAS-I,Introduction,,12,"Bao et al. studied the dynamical behaviors of a non-autonomous TLN by introducing an external input to the TLN, discovering complex neuron firing patterns in their non-autonomous TLN model [10].",INTERPRET,"X et al. studied the dynamical behaviors of a non-autonomous X by introducing an external input to the X, discovering complex neuron firing patterns in their no",descriptive,low,True,True,False,False,,hyphen_count=2; comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_02,TCAS-I,Abstract,,1,"—As a lightweight hardware security primitive, physical unclonable functions (PUFs) can provide reliable identity authentication for the Internet of Things (IoT) devices with limited resources.",PROBLEM,"—X a lightweight hardware security primitive, physical unclonable functions (X) can provide reliable identity authentication for the X of X (X) devices with lim",limitation,medium,False,False,False,False,can,em_dash_count=1; parentheses_count=4; comma_count=1,PROBLEM
01_TCASI:paper_02,TCAS-I,Abstract,,2,Arbiter PUF (APUF) is one of the most wellknown PUF circuits.,INTERPRET,X X (X) is one of the most wellknown X circuits.,descriptive,low,False,False,False,False,,parentheses_count=2,SUPPORT/INTERPRET
01_TCASI:paper_02,TCAS-I,Abstract,,3,"However, its hardware implementation has poor reliability on field programmable gate arrays (FPGAs).",PROBLEM,"X, however/whereas Y.",method,low,False,False,False,False,,parentheses_count=2; comma_count=1,PROBLEM
01_TCASI:paper_02,TCAS-I,Abstract,,4,This paper proposed a highly reliable APUF that uses a delay difference quantization strategy (DDQ-APUF).,METHOD,X paper proposed a highly reliable X that uses a delay difference quantization strategy (X).,method,low,False,False,False,False,,hyphen_count=1; parentheses_count=2,TASK/METHOD
01_TCASI:paper_02,TCAS-I,Abstract,,5,"By adding multiple configurable delay units to the two symmetrical paths of the conventional APUF, the delay difference between the two symmetrical paths of APUF can be obtained by collecting the output of APUF under different delay configurations.",INTERPRET,"X adding multiple configurable delay units to the two symmetrical paths of the conventional X, the delay difference between the two symmetrical paths of X can b",limitation,medium,False,False,False,False,can;under,comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_02,TCAS-I,Abstract,,6,"Compared to conventional APUFs, DDQ-APUF does not use the arbitration result of signal transmission in two symmetric paths as its response, but rather uses the quantified delay difference between the two paths as its response.",GAP,"X to conventional X, X does not use the arbitration result of signal transmission in two symmetric paths as its response, but rather uses the quantified delay d",comparative,low,False,False,False,False,,hyphen_count=1; comma_count=2,LIMIT/GAP
01_TCASI:paper_02,TCAS-I,Abstract,,7,A tolerance threshold is adopted in the authentication to accommodate the variations in delay differences due to environmental changes.,INTERPRET,X tolerance threshold is adopted in the authentication to accommodate the variations in delay differences due to environmental changes.,causal/generalization,low,False,False,False,False,,,SUPPORT/INTERPRET
01_TCASI:paper_02,TCAS-I,Abstract,,8,"Moreover, the modeling attack resistance of DDQ-APUF is evaluated, and a strategy for improving this resistance by incorporating pseudoXOR technique is proposed.",PROBLEM,"X, the modeling attack resistance of X is evaluated, and a strategy for improving this resistance by incorporating pseudoXOR technique is proposed.",method,low,False,False,False,False,evaluated,hyphen_count=1; comma_count=2,PROBLEM
01_TCASI:paper_02,TCAS-I,Abstract,,9,The circuit was implemented on Xilinx Artix-7 FPGAs and the experimental results show that the reliability achieves 99.95% with non-CRP-discard.,RESULT,X circuit was implemented on X X X and the experimental results show that the reliability achieves 99.95,method,medium,False,True,False,False,,hyphen_count=3,SETUP/RESULT
01_TCASI:paper_02,TCAS-I,Introduction,,1,"THE progress of the Internet of Things (IoTs), with billions of connected devices, offers assistance to our regular routines.",BG,"X progress of the X of X (X), with billions of connected devices, offers assistance to our regular routines.",descriptive,low,False,False,False,False,,parentheses_count=2; comma_count=2,BG
01_TCASI:paper_02,TCAS-I,Introduction,,2,"With the expansion of the scale of IoTs, information security has become a major challenge for the sustainable development of IoTs.",BG,"X the expansion of the scale of X, information security has become a major challenge for the sustainable development of X.",descriptive,low,False,False,False,False,,comma_count=1,BG/CONTEXT
01_TCASI:paper_02,TCAS-I,Introduction,,3,"Currently, the security of traditional encryption algorithms, including Advanced Encryption Standard (AES), Data Encryption Algorithm (DES) and Ron Rivest Adi Shamirh Len Adlema (RSA), relies on the confidentiality of the secret key, which means that users ...",BG,"X, the security of traditional encryption algorithms, including X X X (X), X X X (X) and X X X X X X (X), relies on the confidentiality of the secret key, which",descriptive,low,False,False,False,False,,parentheses_count=6; comma_count=5,BG/CONTEXT
01_TCASI:paper_02,TCAS-I,Introduction,,4,"However, the secret key is commonly stored in a nonvolatile memory (NVM).",PROBLEM,"X, however/whereas Y.",descriptive,low,False,False,False,False,,parentheses_count=2; comma_count=1,PROBLEM
01_TCASI:paper_02,TCAS-I,Introduction,,5,"The secret key can be easily obtained by attackers through physical means, such as invasive attacks and side-channel attacks.",INTERPRET,"X secret key can be easily obtained by attackers through physical means, such as invasive attacks and side-channel attacks.",descriptive,medium,False,False,False,False,can,hyphen_count=1; comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_02,TCAS-I,Introduction,,6,"To address this, physical unclonable functions (PUFs), as a type of hardware security module This work was partially supported by the Science and Technology Project of Henan Province (232102211076), and partially supported by the EPSRC New Investigator Award ...",NEED,"X address this, physical unclonable functions (X), as a type of hardware security module X work was partially supported by the X and X X of X X (232102211076), ",novelty,low,False,True,False,False,,parentheses_count=4; comma_count=3,GAP/NEED
01_TCASI:paper_02,TCAS-I,Introduction,,9,"BER and CRP discard ratio of state-of-the-art strong PUFs. that can effectively resist physical attacks with low overhead, have been widely developed and applied for identification, authentication, and key generation [1].",GAP,"X and X discard ratio of state-of-the-art strong X. that can effectively resist physical attacks with low overhead, have been widely developed and applied for i",descriptive,medium,True,True,False,False,can,hyphen_count=3; comma_count=3,PROBLEM/GAP
01_TCASI:paper_02,TCAS-I,Introduction,,10,"PUF is a hardware security primitive that utilizes the unpredictable changes that occur during silicon chip manufacturing to produce unique challenge-response pairs (CRPs), like a chip’s digital fingerprint.",INTERPRET,X is a hardware security primitive that utilizes the unpredictable changes that occur during silicon chip manufacturing to produce unique challenge-response pai,causal/generalization,low,False,False,False,False,,hyphen_count=1; parentheses_count=2; comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_02,TCAS-I,Introduction,,11,Even the same manufacturer cannot clone two chips with the same CRPs.,INTERPRET,X the same manufacturer cannot clone two chips with the same X.,descriptive,low,False,False,False,False,,,SUPPORT/INTERPRET
01_TCASI:paper_02,TCAS-I,Introduction,,12,"These CRPs are not stored in the non-volatile memory (NVM) but are generated on each activation, avoiding the problem of keys stored in the NVM that can be obtained by attackers through physical attacks [2].",PROBLEM,"X X are not stored in the non-volatile memory (X) but are generated on each activation, avoiding the problem of keys stored in the X that can be obtained by att",descriptive,medium,True,True,False,False,can,hyphen_count=1; parentheses_count=2; comma_count=1,PROBLEM
01_TCASI:paper_02,TCAS-I,Results,,1,We implemented a 64-bit DDQ-APUF on Xilinx Artix-7 XC7A100T FPGAs.,RESULT,X implemented a 64-bit X on X X X X.,method,low,False,True,False,False,,hyphen_count=3,SETUP/RESULT
01_TCASI:paper_02,TCAS-I,Results,,2,All the configurable delay units in the DDQ-APUF core are implemented by using LUTs [20].,RESULT,X the configurable delay units in the X core are implemented by using X [20].,method,low,True,True,False,False,,hyphen_count=1,SETUP/RESULT
01_TCASI:paper_02,TCAS-I,Results,,3,"10, the internal structure of an LUT is composed of some SRAMs and several MUXs.",RESULT,"10, the internal structure of an X is composed of some X and several X.",descriptive,low,False,True,False,False,,comma_count=1,SETUP/RESULT
01_TCASI:paper_02,TCAS-I,Results,,4,"When a series of signals (A1, A2, A3, A4, A5 and A6) are entered, a particular SRAM cell will be selected and wired directly to the output of the LUT.",RESULT,"X a series of signals (X, X, X, X, X and X) are entered, a particular X cell will be selected and wired directly to the output of the X.",descriptive,low,False,True,False,False,,parentheses_count=2; comma_count=5,SETUP/RESULT
01_TCASI:paper_02,TCAS-I,Results,,5,An n-input LUT can be configured to implement any n-input combinational logic function.,SETUP,X n-input X can be configured to implement any n-input combinational logic function.,method,medium,False,False,False,False,can,hyphen_count=2,SETUP/RESULT
01_TCASI:paper_02,TCAS-I,Results,,6,"By changing the input signals of the LUT, it is possible to alter its internal signal transmission paths, thereby achieving control over its transmission delay.",SETUP,"X changing the input signals of the X, it is possible to alter its internal signal transmission paths, thereby achieving control over its transmission delay.",descriptive,low,False,False,False,False,,comma_count=2,SETUP/RESULT
01_TCASI:paper_03,TCAS-I,Abstract,,1,—The rapid advancement of energy-efficient parallel ultra-low-power (ULP) µcontrollers units (MCUs) is enabling the development of autonomous nano-sized unmanned aerial vehicles (nano-UAVs).,BG,—X rapid advancement of energy-efficient parallel ultra-low-power (X) µcontrollers units (X) is enabling the development of autonomous nano-sized unmanned aeria,descriptive,low,False,False,False,False,,hyphen_count=5; em_dash_count=1; parentheses_count=6,BG
01_TCASI:paper_03,TCAS-I,Abstract,,2,These sub-10cm drones represent the next generation of unobtrusive robotic helpers and ubiquitous smart sensors.,RESULT,X sub-10cm drones represent the next generation of unobtrusive robotic helpers and ubiquitous smart sensors.,descriptive,low,False,True,False,False,,hyphen_count=1,RESULT
01_TCASI:paper_03,TCAS-I,Abstract,,3,"However, nano-UAVs face significant power and payload constraints while requiring advanced computing capabilities akin to standard drones, including real-time Machine Learning (ML) performance and the safe co-existence of general-purpose and real-time OSs.",PROBLEM,"X, however/whereas Y.",descriptive,low,False,False,False,False,,hyphen_count=5; parentheses_count=2; comma_count=2,PROBLEM
01_TCASI:paper_03,TCAS-I,Abstract,,4,"Although some advanced parallel ULP MCUs offer the necessary ML computing capabilities within the prescribed power limits, they rely on small main memories (<1MB) and µcontroller-class CPUs with no virtualization or security features, and hence only support ...",RESULT,"X some advanced parallel X X offer the necessary X computing capabilities within the prescribed power limits, they rely on small main memories (<1MB) and µcontr",limitation,medium,False,True,False,False,within,hyphen_count=1; parentheses_count=2; comma_count=2,RESULT
01_TCASI:paper_03,TCAS-I,Abstract,,5,"In this work, we present Shaheen, a 9mm2 200mW SoC implemented in 22nm FDX technology.",METHOD,We METHOD X under Y.,method,low,False,True,False,False,,comma_count=2,TASK/METHOD
01_TCASI:paper_03,TCAS-I,Abstract,,6,"Differently from state-of-the-art MCUs, Shaheen integrates a Linux-capable RV64 core, compliant with the v1.0 ratified Hypervisor extension and equipped with timing channel protection, along with a low-cost and low-power memory controller exposing up to 512MB ...",RESULT,"X from state-of-the-art X, X integrates a X X core, compliant with the v1.0 ratified X extension and equipped with timing channel protection, along with a low-c",descriptive,low,False,True,False,False,,hyphen_count=6; comma_count=3,RESULT
01_TCASI:paper_03,TCAS-I,Abstract,,7,"At the same time, it integrates a fully programmable energy- and area-efficient multi-core cluster of RV32 cores optimized for general-purpose DSP as well as reduced- and mixed-precision ML.",RESULT,"X the same time, it integrates a fully programmable energy- and area-efficient multi-core cluster of X cores optimized for general-purpose X as well as reduced-",comparative,low,False,True,False,False,,hyphen_count=6; comma_count=1,RESULT
01_TCASI:paper_03,TCAS-I,Abstract,,8,"To the best of the authors’ knowledge, it is the first silicon prototype of a ULP SoC coupling the RV64 and RV32 cores in a heterogeneous host+accelerator architecture fully based on the RISC-V ISA.",RESULT,"X the best of the authors’ knowledge, it is the first silicon prototype of a X X coupling the X and X cores in a heterogeneous host+accelerator architecture ful",novelty,low,False,True,False,False,,hyphen_count=1; comma_count=1,SETUP/RESULT
01_TCASI:paper_03,TCAS-I,Abstract,,9,We demonstrate the capabilities of the proposed SoC on a wide range of benchmarks relevant to nano-UAV applications including general-purpose DSP as well as inference and online learning of quantized DNNs.,METHOD,X demonstrate the capabilities of the proposed X on a wide range of benchmarks relevant to nano-X applications including general-purpose X as well as inference ,causal/generalization,high,False,False,False,False,,hyphen_count=2,TASK/METHOD
01_TCASI:paper_03,TCAS-I,Abstract,,10,The cluster can deliver up to 90GOp/s and up to 1.8TOp/s/W on 2-bit integer kernels and up to 7.9GFLOp/s and up to 150GFLOp/s/W on 16-bit FP kernels.,RESULT,X cluster can deliver up to 90GOp/s and up to 1.8TOp/s/X on 2-bit integer kernels and up to 7.9GFLOp/s and up to 150GFLOp/s/X on 16-bit X kernels.,descriptive,medium,False,True,False,False,can,hyphen_count=2; slash_count=6,RESULT
01_TCASI:paper_03,TCAS-I,Introduction,,1,"THE number of Internet-of-Things (IoT) devices and the spectrum of IoT applications are rapidly growing: from home automation, robotics, industrial gateways, and building automation to smart cities, digital signage, medical equipment, and more [1].",BG,"X number of X (X) devices and the spectrum of X applications are rapidly growing: from home automation, robotics, industrial gateways, and building automation t",descriptive,low,True,True,False,False,,hyphen_count=2; colon_count=1; parentheses_count=2; comma_count=6,BG
01_TCASI:paper_03,TCAS-I,Introduction,,2,"In this context, nano-sized unmanned aerial vehicles (nano-UAVs) can be considered the “ultimate” IoT node, thanks to their ability to navigate, sense, analyse, and understand the surrounding environment.",BG,"X this context, nano-sized unmanned aerial vehicles (nano-X) can be considered the “ultimate” X node, thanks to their ability to navigate, sense, analyse, and u",limitation,medium,False,False,False,False,can,hyphen_count=2; parentheses_count=2; comma_count=5,BG/CONTEXT
01_TCASI:paper_03,TCAS-I,Introduction,,3,"Nano-UAVs have a form factor of a few centimeters in diameter, and a weight of only tens of grams, which allows them to safely operate near humans and in narrow, cramped spaces [2], [3].",BG,"X have a form factor of a few centimeters in diameter, and a weight of only tens of grams, which allows them to safely operate near humans and in narrow, crampe",descriptive,low,True,True,False,False,,hyphen_count=1; comma_count=4,BG/CONTEXT
01_TCASI:paper_03,TCAS-I,Introduction,,4,"They have a total power envelope of a few Watts, of which only 5-15% for computation [4], and their small physical footprint and limited payload restrain the maximum battery, the printed circuit board size and exclude any form of active cooling.",PROBLEM,"X have a total power envelope of a few X, of which only 5-15",limitation,low,True,True,False,False,,hyphen_count=1; comma_count=3,PROBLEM
01_TCASI:paper_03,TCAS-I,Introduction,,5,"Nowadays, µcontroller units (MCUs) are the only computing platforms that meet the nano-UAV’s power and form-factor constraints.",INTERPRET,"X, µcontroller units (X) are the only computing platforms that meet the nano-X’s power and form-factor constraints.",descriptive,low,False,False,False,False,,hyphen_count=2; parentheses_count=2; comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_03,TCAS-I,Introduction,,6,"MCUs feature simple RISC host processors (e.g., ARM Cortex-M) with low computational capabilities and no virtualization support, to which they expose just a few hundred kBytes of on-chip SRAM scratchpad memory (SPM) [5]– [11].",INTERPRET,"X feature simple X host processors (e.g., X X) with low computational capabilities and no virtualization support, to which they expose just a few hundred kBytes",descriptive,medium,True,True,False,False,,hyphen_count=2; en_dash_count=1; parentheses_count=4; comma_count=2,SUPPORT/INTERPRET
01_TCASI:paper_03,TCAS-I,Introduction,,7,"To deliver more advanced computational capabilities, state-of-the-art (SoA) MCUs integrate accelerators with high data processing capabilities [5]–[11].",INTERPRET,"X deliver more advanced computational capabilities, state-of-the-art (X) X integrate accelerators with high data processing capabilities [5]–[11].",descriptive,low,True,True,False,False,,hyphen_count=3; en_dash_count=1; parentheses_count=2; comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_03,TCAS-I,Introduction,,8,"Usually, ultra-low-power (ULP) devices’ accelerators are hardwired application-specific data-paths [9], [10] which achieve the best energy efficiency but are tailored to a single application domain, leading to poor programmability and a high nonrecurring ...",RESULT,"X, ultra-low-power (X) devices’ accelerators are hardwired application-specific data-paths [9], [10] which achieve the best energy efficiency but are tailored t",causal/generalization,low,True,True,False,False,,hyphen_count=4; parentheses_count=2; comma_count=3,RESULT/INTERPRET
01_TCASI:paper_03,TCAS-I,Introduction,,9,"To improve the overall versatility of the SoC, recent works replace ASIC accelerators with fully programmable parallel accelerators [7], [8] that achieve competitive energy efficiency while maintaining significant flexibility, and hence make the most out of ...",RESULT,"X improve the overall versatility of the X, recent works replace X accelerators with fully programmable parallel accelerators [7], [8] that achieve competitive ",comparative,low,True,True,False,False,,comma_count=3,SETUP/RESULT
01_TCASI:paper_03,TCAS-I,Introduction,,10,The increase in computing capabilities of SoA MCUs has enabled nano-UAVs to achieve autonomous flight while executing intelligent auxiliary tasks.,RESULT,X increase in computing capabilities of X X has enabled nano-X to achieve autonomous flight while executing intelligent auxiliary tasks.,descriptive,low,False,False,False,False,,hyphen_count=1,RESULT/INTERPRET
01_TCASI:paper_03,TCAS-I,Introduction,,11,"For example, Quantized Neural Networks (QNNs) have been proposed to carry out obstacle avoidance [2] or human pose estimation and object detection [3].",INTERPRET,"X example, X X X (X) have been proposed to carry out obstacle avoidance [2] or human pose estimation and object detection [3].",method,low,True,True,False,False,,parentheses_count=2; comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_03,TCAS-I,Introduction,,12,"At the same time, floating point (FP) digitalsignal-processing (DSP) computation has been proposed for path planning or structural build monitoring [13], [14].",INTERPRET,"X the same time, floating point (X) digitalsignal-processing (X) computation has been proposed for path planning or structural build monitoring [13], [14].",method,low,True,True,False,False,,hyphen_count=1; parentheses_count=4; comma_count=2,SUPPORT/INTERPRET
01_TCASI:paper_03,TCAS-I,Results,,1,"Table VII shows Shaheen against 6 SoCs for UAVs, both from industry and academia.",RESULT,"X X shows X against 6 X for X, both from industry and academia.",measurement,medium,False,True,False,True,,comma_count=1,SETUP/RESULT
01_TCASI:paper_03,TCAS-I,Results,,2,"To have a thorough comparison, we extend it also with SoC not explicitly optimized for UAVs but with similar general-purpose software performance and functionalities that could fit the purpose, namely Cheshire [34], the work from Jia et.al. [31], the STM32-H7 ...",RESULT,"X have a thorough comparison, we extend it also with X not explicitly optimized for X but with similar general-purpose software performance and functionalities ",descriptive,low,True,True,False,False,could,hyphen_count=2; comma_count=4,SETUP/RESULT
01_TCASI:paper_03,TCAS-I,Results,,3,"From an architectural viewpoint, Ju et. al. [11] consists of a homogeneous systolic array of RV32 cores, while Jia et al. [31] instantiates a cluster of four RV64 cores along with a set of hardwired ASIC accelerators.",RESULT,"X an architectural viewpoint, X et. al. [11] consists of a homogeneous systolic array of X cores, while X et al. [31] instantiates a cluster of four X cores alo",descriptive,low,True,True,False,False,,comma_count=2,SETUP/RESULT
01_TCASI:paper_03,TCAS-I,Results,,4,"More advanced nano-UAV SoCs, such as GAP9 [7] and Kraken [8], incorporate an RV32 CPU that can offload compute-intensive tasks to a parallel cluster of cores with the same ISA.",GAP,"X advanced nano-X X, such as X [7] and X [8], incorporate an X X that can offload compute-intensive tasks to a parallel cluster of cores with the same X.",descriptive,medium,True,True,False,False,can,hyphen_count=2; comma_count=2,LIMIT/GAP
01_TCASI:paper_03,TCAS-I,Results,,5,"In this context, Shaheen is the first silicon demonstrator of a heterogeneous RV64/RV32 architecture.",RESULT,"X this context, X is the first silicon demonstrator of a heterogeneous X/X architecture.",causal/generalization,low,False,True,False,False,,slash_count=1; comma_count=1,SETUP/RESULT
01_TCASI:paper_03,TCAS-I,Results,,6,"When offloading compute-intensive tasks to the fully-programmable parallel cluster of Flex-V cores, performance can be improved by up to 2 orders of magnitude achieving state-of-the-art performance with up to 90 GOp/s on heavily quantized integer tasks and up ...",RESULT,"X offloading compute-intensive tasks to the fully-programmable parallel cluster of X cores, performance can be improved by up to 2 orders of magnitude achieving",comparative,medium,False,True,False,False,can,hyphen_count=6; slash_count=1; comma_count=1,SETUP/RESULT
01_TCASI:paper_03,TCAS-I,Results,,7,"Shaheen stands out as the only nano-UAV SoC that provides Linux, hypervisor, and security capabilities to the host enabling the secure co-existence of user applications running on fullfledged OSes and control tasks running on real-time OSes while providing up ...",RESULT,"X stands out as the only nano-X X that provides X, hypervisor, and security capabilities to the host enabling the secure co-existence of user applications runni",descriptive,low,False,False,False,False,,hyphen_count=3; comma_count=2,SETUP/RESULT
01_TCASI:paper_04,TCAS-I,Abstract,,1,"—In sub 10 nm nodes, the growing dominance of interconnects in chips poses challenges in designing large-size static random-access memory (SRAM) subarrays.",RESULT,"—X sub 10 nm nodes, the growing dominance of interconnects in chips poses challenges in designing large-size static random-access memory (X) subarrays.",method,low,False,True,False,False,,hyphen_count=2; em_dash_count=1; parentheses_count=2; comma_count=1,RESULT
01_TCASI:paper_04,TCAS-I,Abstract,,2,The main issue is the write failure problem arising from the increased resistance and capacitance for bitline (BL) and wordline (WL).,PROBLEM,X main issue is the write failure problem arising from the increased resistance and capacitance for bitline (X) and wordline (X).,descriptive,low,False,False,False,False,,parentheses_count=4,PROBLEM
01_TCASI:paper_04,TCAS-I,Abstract,,3,"To tackle this issue, the SRAM subarray design incorporates conventional (Conv.) divided WL and divided BL techniques based on 14-Åcompatible (A14) nanosheet (NS) technology.",NEED,"X tackle this issue, the X subarray design incorporates conventional (X.) divided X and divided X techniques based on 14-Åcompatible (X) nanosheet (X) technolog",method,low,False,True,False,False,,hyphen_count=1; parentheses_count=6; comma_count=1,GAP/NEED
01_TCASI:paper_04,TCAS-I,Abstract,,4,"This approach allows for various subarray sizes with successful write operations, resulting in improved subarray-level performance and power (PP).",INTERPRET,"X approach allows for various subarray sizes with successful write operations, resulting in improved subarray-level performance and power (X).",comparative,low,False,False,False,False,,hyphen_count=1; parentheses_count=2; comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_04,TCAS-I,Abstract,,5,"However, the additional logic gates come with an area penalty that may degrade the overall performance, power, and area (PPA) at the macro level due to increased inter-subarray interconnect overhead.",PROBLEM,"X, however/whereas Y.",descriptive,medium,False,False,False,False,may,hyphen_count=1; parentheses_count=2; comma_count=3,PROBLEM
01_TCASI:paper_04,TCAS-I,Abstract,,6,"To overcome this limitation, the active interconnect (AIC) design is proposed with the features of fabricating another or multiple active regions at the back-end of line (BEOL) layers.",PROBLEM,"X overcome this limitation, the active interconnect (X) design is proposed with the features of fabricating another or multiple active regions at the back-end o",method,low,False,False,False,False,,hyphen_count=1; parentheses_count=4; comma_count=1,PROBLEM
01_TCASI:paper_04,TCAS-I,Abstract,,7,"By moving these extra logic gates from frontend of line to BEOL in the AIC divided subarray design, the area penalty is significantly mitigated without compromising PP compared to the standard (Std.) and Conv. divided counterparts.",INTERPRET,"X moving these extra logic gates from frontend of line to X in the X divided subarray design, the area penalty is significantly mitigated without compromising X",comparative,low,False,False,False,False,,parentheses_count=2; comma_count=1,SUPPORT/INTERPRET
01_TCASI:paper_04,TCAS-I,Abstract,,8,"To achieve this concept, carbon nanotube gate-all-around transistor is explored as potential BEOL-compatible device.",RESULT,"X achieve this concept, carbon nanotube gate-all-around transistor is explored as potential X device.",descriptive,low,False,False,False,False,,hyphen_count=3; comma_count=1,RESULT/INTERPRET
01_TCASI:paper_04,TCAS-I,Abstract,,9,"In this research, a comprehensive design-technology co-optimization analysis is conducted to verify the value and potential benefits of up to 65% macro-level energy-delay-area product improvement by AIC divided subarray design compared to the Std. subarray ...",RESULT,"X this research, a comprehensive design-technology co-optimization analysis is conducted to verify the value and potential benefits of up to 65",comparative,low,False,True,False,False,,hyphen_count=5; comma_count=1,RESULT
