doi,venue_group,year,title,source_type,status,url,notes
10.1109/tcsii.2019.2919891,TCASII,2019,FPGA-Based True Random Number Generation Using Programmable Delays in Oscillator-Rings,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22FPGA-Based%20True%20Random%20Number%20Generation%20Using%20Programmable%20Delays%20in%20Oscillator-Rings%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2019.2919891,TCASII,2019,FPGA-Based True Random Number Generation Using Programmable Delays in Oscillator-Rings,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22FPGA-Based%20True%20Random%20Number%20Generation%20Using%20Programmable%20Delays%20in%20Oscillator-Rings%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2019.2919891,TCASII,2019,FPGA-Based True Random Number Generation Using Programmable Delays in Oscillator-Rings,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22FPGA-Based%20True%20Random%20Number%20Generation%20Using%20Programmable%20Delays%20in%20Oscillator-Rings%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2019.2919891,TCASII,2019,FPGA-Based True Random Number Generation Using Programmable Delays in Oscillator-Rings,dblp,search_url_only,https://dblp.org/search?q=%22FPGA-Based%20True%20Random%20Number%20Generation%20Using%20Programmable%20Delays%20in%20Oscillator-Rings%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2019.2919891,TCASII,2019,FPGA-Based True Random Number Generation Using Programmable Delays in Oscillator-Rings,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22FPGA-Based%20True%20Random%20Number%20Generation%20Using%20Programmable%20Delays%20in%20Oscillator-Rings%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2019.2919891,TCASII,2019,FPGA-Based True Random Number Generation Using Programmable Delays in Oscillator-Rings,researchgate,manual_request_only,https://www.researchgate.net/publication/333501769_FPGA-Based_True_Random_Number_Generation_Using_Programmable_Delays_in_Oscillator-Rings,ResearchGate page found; treat as request/review only.
10.1109/tcsii.2019.2919891,TCASII,2019,FPGA-Based True Random Number Generation Using Programmable Delays in Oscillator-Rings,author_page,can_try_browser,https://research.iitj.ac.in/publication/fpga-based-true-random-number-generation-using-programmable,IIT Jodhpur publication page found; no direct PDF confirmed.
10.1109/tcsii.2019.2926555,TCASII,2019,An Analysis of DCM-Based True Random Number Generator,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22An%20Analysis%20of%20DCM-Based%20True%20Random%20Number%20Generator%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2019.2926555,TCASII,2019,An Analysis of DCM-Based True Random Number Generator,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22An%20Analysis%20of%20DCM-Based%20True%20Random%20Number%20Generator%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2019.2926555,TCASII,2019,An Analysis of DCM-Based True Random Number Generator,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22An%20Analysis%20of%20DCM-Based%20True%20Random%20Number%20Generator%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2019.2926555,TCASII,2019,An Analysis of DCM-Based True Random Number Generator,dblp,search_url_only,https://dblp.org/search?q=%22An%20Analysis%20of%20DCM-Based%20True%20Random%20Number%20Generator%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2019.2926555,TCASII,2019,An Analysis of DCM-Based True Random Number Generator,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22An%20Analysis%20of%20DCM-Based%20True%20Random%20Number%20Generator%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3111049,TCASII,2021,Design of True Random Number Generator Based on Multi-Stage Feedback Ring Oscillator,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22Design%20of%20True%20Random%20Number%20Generator%20Based%20on%20Multi-Stage%20Feedback%20Ring%20Oscillator%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3111049,TCASII,2021,Design of True Random Number Generator Based on Multi-Stage Feedback Ring Oscillator,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22Design%20of%20True%20Random%20Number%20Generator%20Based%20on%20Multi-Stage%20Feedback%20Ring%20Oscillator%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3111049,TCASII,2021,Design of True Random Number Generator Based on Multi-Stage Feedback Ring Oscillator,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22Design%20of%20True%20Random%20Number%20Generator%20Based%20on%20Multi-Stage%20Feedback%20Ring%20Oscillator%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3111049,TCASII,2021,Design of True Random Number Generator Based on Multi-Stage Feedback Ring Oscillator,dblp,search_url_only,https://dblp.org/search?q=%22Design%20of%20True%20Random%20Number%20Generator%20Based%20on%20Multi-Stage%20Feedback%20Ring%20Oscillator%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3111049,TCASII,2021,Design of True Random Number Generator Based on Multi-Stage Feedback Ring Oscillator,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22Design%20of%20True%20Random%20Number%20Generator%20Based%20on%20Multi-Stage%20Feedback%20Ring%20Oscillator%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3121537,TCASII,2021,A Novel Ultra-Compact FPGA-Compatible TRNG Architecture Exploiting Latched Ring Oscillators,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22A%20Novel%20Ultra-Compact%20FPGA-Compatible%20TRNG%20Architecture%20Exploiting%20Latched%20Ring%20Oscillators%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3121537,TCASII,2021,A Novel Ultra-Compact FPGA-Compatible TRNG Architecture Exploiting Latched Ring Oscillators,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22A%20Novel%20Ultra-Compact%20FPGA-Compatible%20TRNG%20Architecture%20Exploiting%20Latched%20Ring%20Oscillators%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3121537,TCASII,2021,A Novel Ultra-Compact FPGA-Compatible TRNG Architecture Exploiting Latched Ring Oscillators,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22A%20Novel%20Ultra-Compact%20FPGA-Compatible%20TRNG%20Architecture%20Exploiting%20Latched%20Ring%20Oscillators%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3121537,TCASII,2021,A Novel Ultra-Compact FPGA-Compatible TRNG Architecture Exploiting Latched Ring Oscillators,dblp,search_url_only,https://dblp.org/search?q=%22A%20Novel%20Ultra-Compact%20FPGA-Compatible%20TRNG%20Architecture%20Exploiting%20Latched%20Ring%20Oscillators%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3121537,TCASII,2021,A Novel Ultra-Compact FPGA-Compatible TRNG Architecture Exploiting Latched Ring Oscillators,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22A%20Novel%20Ultra-Compact%20FPGA-Compatible%20TRNG%20Architecture%20Exploiting%20Latched%20Ring%20Oscillators%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2021.3121537,TCASII,2021,A Novel Ultra-Compact FPGA-Compatible TRNG Architecture Exploiting Latched Ring Oscillators,institutional_repo,can_try_browser,https://iris.uniroma1.it/handle/11573/1654880,Sapienza IRIS record found; prior page indicated repository record but no public direct PDF.
10.1109/tcsii.2021.3121537,TCASII,2021,A Novel Ultra-Compact FPGA-Compatible TRNG Architecture Exploiting Latched Ring Oscillators,citation_page,can_try_browser,https://www.scinapse.io/papers/3207886650,Scinapse metadata page found.
10.1109/tcsii.2021.3121537,TCASII,2021,A Novel Ultra-Compact FPGA-Compatible TRNG Architecture Exploiting Latched Ring Oscillators,citation_page,can_try_browser,https://cir.nii.ac.jp/crid/1360019300395354752?lang=en,CiNii metadata page found.
10.1109/tcsii.2021.3121537,TCASII,2021,A Novel Ultra-Compact FPGA-Compatible TRNG Architecture Exploiting Latched Ring Oscillators,dblp,can_try_browser,https://dblp.org/rec/journals/tcasII/SalaBS22.html,DBLP record; useful for all-versions follow-up.
10.1109/tcsii.2024.3421323,TCASII,2024,A High-Speed and Low-Power DSP-Based TRNG for FPGA Implementations,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22A%20High-Speed%20and%20Low-Power%20DSP-Based%20TRNG%20for%20FPGA%20Implementations%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2024.3421323,TCASII,2024,A High-Speed and Low-Power DSP-Based TRNG for FPGA Implementations,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22A%20High-Speed%20and%20Low-Power%20DSP-Based%20TRNG%20for%20FPGA%20Implementations%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2024.3421323,TCASII,2024,A High-Speed and Low-Power DSP-Based TRNG for FPGA Implementations,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22A%20High-Speed%20and%20Low-Power%20DSP-Based%20TRNG%20for%20FPGA%20Implementations%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2024.3421323,TCASII,2024,A High-Speed and Low-Power DSP-Based TRNG for FPGA Implementations,dblp,search_url_only,https://dblp.org/search?q=%22A%20High-Speed%20and%20Low-Power%20DSP-Based%20TRNG%20for%20FPGA%20Implementations%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2024.3421323,TCASII,2024,A High-Speed and Low-Power DSP-Based TRNG for FPGA Implementations,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22A%20High-Speed%20and%20Low-Power%20DSP-Based%20TRNG%20for%20FPGA%20Implementations%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2024.3421323,TCASII,2024,A High-Speed and Low-Power DSP-Based TRNG for FPGA Implementations,researchgate,public_fulltext_but_copyright_unclear,https://www.researchgate.net/publication/381906920_A_High-Speed_and_Low-Power_DSP-Based_TRNG_for_FPGA_Implementations,ResearchGate page says PDF/full-text available; do not auto-download by default.
10.1109/tcsii.2024.3421323,TCASII,2024,A High-Speed and Low-Power DSP-Based TRNG for FPGA Implementations,bibbase,can_try_browser,https://bibbase.org/network/publication/frustaci-spagnolo-corsonello--ahighspeedandlowpowerdspbasedtrngforfpgaimplementations-2024,Bibbase metadata page found; lists fulltext/IEEE links.
10.1109/tcsii.2024.3421323,TCASII,2024,A High-Speed and Low-Power DSP-Based TRNG for FPGA Implementations,blocked_ieee_fulltext,blocked_by_ieee_cloudfront,https://ieeexplore.ieee.org/iel8/8920/10767315/10578016.pdf,Direct IEEE fulltext URL returned CloudFront 418 in script/curl; browser may behave differently.
10.1109/tcsii.2026.3659467,TCASII,2026,A Phase-Walk-Based True Random Number Generator Exploiting Dual-Ring Phase Jitter Comparison,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22A%20Phase-Walk-Based%20True%20Random%20Number%20Generator%20Exploiting%20Dual-Ring%20Phase%20Jitter%20Comparison%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2026.3659467,TCASII,2026,A Phase-Walk-Based True Random Number Generator Exploiting Dual-Ring Phase Jitter Comparison,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22A%20Phase-Walk-Based%20True%20Random%20Number%20Generator%20Exploiting%20Dual-Ring%20Phase%20Jitter%20Comparison%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2026.3659467,TCASII,2026,A Phase-Walk-Based True Random Number Generator Exploiting Dual-Ring Phase Jitter Comparison,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22A%20Phase-Walk-Based%20True%20Random%20Number%20Generator%20Exploiting%20Dual-Ring%20Phase%20Jitter%20Comparison%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2026.3659467,TCASII,2026,A Phase-Walk-Based True Random Number Generator Exploiting Dual-Ring Phase Jitter Comparison,dblp,search_url_only,https://dblp.org/search?q=%22A%20Phase-Walk-Based%20True%20Random%20Number%20Generator%20Exploiting%20Dual-Ring%20Phase%20Jitter%20Comparison%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2026.3659467,TCASII,2026,A Phase-Walk-Based True Random Number Generator Exploiting Dual-Ring Phase Jitter Comparison,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22A%20Phase-Walk-Based%20True%20Random%20Number%20Generator%20Exploiting%20Dual-Ring%20Phase%20Jitter%20Comparison%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tcsii.2026.3659467,TCASII,2026,A Phase-Walk-Based True Random Number Generator Exploiting Dual-Ring Phase Jitter Comparison,researchgate,manual_request_only,https://www.researchgate.net/publication/400296351_A_Phase-Walk_Based_True_Random_Number_Generator_Exploiting_Dual-Ring_Phase_Jitter_Comparison,ResearchGate page found; no direct public PDF confirmed.
10.1109/tcsii.2026.3659467,TCASII,2026,A Phase-Walk-Based True Random Number Generator Exploiting Dual-Ring Phase Jitter Comparison,citation_page,can_try_browser,https://eurekamag.com/research/103/409/103409512.php,Eurekamag metadata page found.
10.1109/tvlsi.2018.2823274,TVLSI,2018,CSRO-Based Reconfigurable True Random Number Generator Using RRAM,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22CSRO-Based%20Reconfigurable%20True%20Random%20Number%20Generator%20Using%20RRAM%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2018.2823274,TVLSI,2018,CSRO-Based Reconfigurable True Random Number Generator Using RRAM,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22CSRO-Based%20Reconfigurable%20True%20Random%20Number%20Generator%20Using%20RRAM%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2018.2823274,TVLSI,2018,CSRO-Based Reconfigurable True Random Number Generator Using RRAM,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22CSRO-Based%20Reconfigurable%20True%20Random%20Number%20Generator%20Using%20RRAM%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2018.2823274,TVLSI,2018,CSRO-Based Reconfigurable True Random Number Generator Using RRAM,dblp,search_url_only,https://dblp.org/search?q=%22CSRO-Based%20Reconfigurable%20True%20Random%20Number%20Generator%20Using%20RRAM%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2018.2823274,TVLSI,2018,CSRO-Based Reconfigurable True Random Number Generator Using RRAM,semantic_scholar,search_url_only,https://www.semanticscholar.org/search?q=%22CSRO-Based%20Reconfigurable%20True%20Random%20Number%20Generator%20Using%20RRAM%22&sort=relevance,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2020.3011648,TVLSI,2020,Unified Analog PUF and TRNG Based on Current-Steering DAC and VCO,google_scholar,search_url_only,https://scholar.google.com/scholar?q=%22Unified%20Analog%20PUF%20and%20TRNG%20Based%20on%20Current-Steering%20DAC%20and%20VCO%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2020.3011648,TVLSI,2020,Unified Analog PUF and TRNG Based on Current-Steering DAC and VCO,researchgate,search_url_only,https://www.researchgate.net/search/publication?q=%22Unified%20Analog%20PUF%20and%20TRNG%20Based%20on%20Current-Steering%20DAC%20and%20VCO%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
10.1109/tvlsi.2020.3011648,TVLSI,2020,Unified Analog PUF and TRNG Based on Current-Steering DAC and VCO,internet_archive_scholar,search_url_only,https://scholar.archive.org/search?q=%22Unified%20Analog%20PUF%20and%20TRNG%20Based%20on%20Current-Steering%20DAC%20and%20VCO%22,Generated search URL; use browser/all-versions/manual review. Not treated as a PDF source.
