title,year,cites,doi,oa_url,primary_pdf,topic
TPMScan: A wide-scale study of security-relevant properties of TPM 2.0 chips,2024,7,https://doi.org/10.46586/tches.v2024.i2.714-734,https://tches.iacr.org/index.php/TCHES/article/download/11444/10949,https://tches.iacr.org/index.php/TCHES/article/download/11444/10949,Physical Unclonable Functions (PUFs) and Hardware Security; Security and Verification in Computing
Garbled Circuits from an SCA Perspective,2023,7,https://doi.org/10.46586/tches.v2023.i2.54-79,https://tches.iacr.org/index.php/TCHES/article/download/10277/9725,https://tches.iacr.org/index.php/TCHES/article/download/10277/9725,Physical Unclonable Functions (PUFs) and Hardware Security; Cryptographic Implementations and Security; Security and Verification in Computing
PROLEAD_SW,2023,7,https://doi.org/10.46586/tches.v2023.i3.391-421,https://tches.iacr.org/index.php/TCHES/article/download/10968/10275,https://tches.iacr.org/index.php/TCHES/article/download/10968/10275,Cryptographic Implementations and Security; Security and Verification in Computing; Physical Unclonable Functions (PUFs) and Hardware Security
Prime-Field Masking in Hardware and its Soundness against Low-Noise SCA Attacks,2023,7,https://doi.org/10.46586/tches.v2023.i2.482-518,https://tches.iacr.org/index.php/TCHES/article/download/10291/9741,https://tches.iacr.org/index.php/TCHES/article/download/10291/9741,Cryptographic Implementations and Security; Security and Verification in Computing; Chaos-based Image/Signal Encryption
Efficient ASIC Architecture for Low Latency Classic McEliece Decoding,2024,7,https://doi.org/10.46586/tches.v2024.i2.403-425,https://tches.iacr.org/index.php/TCHES/article/download/11434/10939,https://tches.iacr.org/index.php/TCHES/article/download/11434/10939,Error Correcting Code Techniques; Algorithms and Data Compression; Coding theory and cryptography
JitSCA: Jitter-based Side-Channel Analysis in Picoscale Resolution,2023,7,https://doi.org/10.46586/tches.v2023.i3.294-320,https://tches.iacr.org/index.php/TCHES/article/download/10965/10272,https://tches.iacr.org/index.php/TCHES/article/download/10965/10272,Cryptographic Implementations and Security; Physical Unclonable Functions (PUFs) and Hardware Security; Electrostatic Discharge in Electronics
Smooth Passage with the Guards: Second-Order Hardware Masking of the AES with Low Randomness and Low Latency,2023,7,https://doi.org/10.46586/tches.v2024.i1.309-335,https://tches.iacr.org/index.php/TCHES/article/download/11254/10796,https://tches.iacr.org/index.php/TCHES/article/download/11254/10796,Cryptographic Implementations and Security; Advanced Malware Detection Techniques; Chaos-based Image/Signal Encryption
Revisiting the Computation Analysis against Internal Encodings in White-Box Implementations,2023,7,https://doi.org/10.46586/tches.v2023.i4.493-522,https://tches.iacr.org/index.php/TCHES/article/download/11174/10613,https://tches.iacr.org/index.php/TCHES/article/download/11174/10613,Cryptographic Implementations and Security; Physical Unclonable Functions (PUFs) and Hardware Security; Advanced Malware Detection Techniques
GPU Acceleration for FHEW/TFHE Bootstrapping,2024,6,https://doi.org/10.46586/tches.v2025.i1.314-339,https://tches.iacr.org/index.php/TCHES/article/download/11931/11790,https://tches.iacr.org/index.php/TCHES/article/download/11931/11790,Engineering Applied Research; Internet of Things and Social Network Interactions
Designing a General-Purpose 8-bit (T)FHE Processor Abstraction,2025,6,https://doi.org/10.46586/tches.v2025.i2.535-578,https://tches.iacr.org/index.php/TCHES/article/download/12057/11901,https://tches.iacr.org/index.php/TCHES/article/download/12057/11901,Embedded Systems Design Techniques; Digital Filter Design and Implementation; Parallel Computing and Optimization Techniques
CASA: A Compact and Scalable Accelerator for Approximate Homomorphic Encryption,2024,6,https://doi.org/10.46586/tches.v2024.i2.451-480,https://tches.iacr.org/index.php/TCHES/article/download/11436/10941,https://tches.iacr.org/index.php/TCHES/article/download/11436/10941,Cryptography and Data Security; Cryptographic Implementations and Security; Chaos-based Image/Signal Encryption
ConvKyber: Unleashing the Power of AI Accelerators for Faster Kyber with Novel Iteration-based Approaches,2024,6,https://doi.org/10.46586/tches.v2024.i2.25-63,https://tches.iacr.org/index.php/TCHES/article/download/11420/10923,https://tches.iacr.org/index.php/TCHES/article/download/11420/10923,Distributed and Parallel Computing Systems; Robotics and Automated Systems
All You Need Is Fault: Zero-Value Attacks on AES and a New λ-Detection M&amp;M,2023,5,https://doi.org/10.46586/tches.v2024.i1.133-156,https://tches.iacr.org/index.php/TCHES/article/download/11246/10789,https://tches.iacr.org/index.php/TCHES/article/download/11246/10789,Cryptographic Implementations and Security; Physical Unclonable Functions (PUFs) and Hardware Security; Advanced Malware Detection Techniques
A High-performance NTT/MSM Accelerator for Zero-knowledge Proof Using Load-balanced Fully-pipelined Montgomery Multiplier,2024,5,https://doi.org/10.46586/tches.v2025.i1.275-313,https://tches.iacr.org/index.php/TCHES/article/download/11930/11789,https://tches.iacr.org/index.php/TCHES/article/download/11930/11789,Coding theory and cryptography; Low-power high-performance VLSI design; Cryptography and Residue Arithmetic
Trojan Insertion versus Layout Defenses for Modern ICs: Red-versus-Blue Teaming in a Competitive Community Effort,2024,5,https://doi.org/10.46586/tches.v2025.i1.37-77,https://tosc.iacr.org/index.php/TCHES/article/download/11921/11779,https://tosc.iacr.org/index.php/TCHES/article/download/11921/11779,Physical Unclonable Functions (PUFs) and Hardware Security; VLSI and Analog Circuit Testing; Integrated Circuits and Semiconductor Failure Analysis
OT-PCA: New Key-Recovery Plaintext-Checking Oracle Based Side-Channel Attacks on HQC with Offline Templates,2024,5,https://doi.org/10.46586/tches.v2025.i1.251-274,https://tosc.iacr.org/index.php/TCHES/article/download/11929/11788,https://tosc.iacr.org/index.php/TCHES/article/download/11929/11788,Security and Verification in Computing; Cryptographic Implementations and Security; Cryptography and Data Security
Weakly Profiling Side-channel Analysis,2024,5,https://doi.org/10.46586/tches.v2024.i3.707-730,https://tosc.iacr.org/index.php/TCHES/article/download/11901/11738,https://tosc.iacr.org/index.php/TCHES/article/download/11901/11738,Cryptographic Implementations and Security; Security and Verification in Computing; Advanced Malware Detection Techniques
Bake It Till You Make It,2024,5,https://doi.org/10.46586/tches.v2024.i4.569-609,https://tches.iacr.org/index.php/TCHES/article/download/11803/11308,https://tches.iacr.org/index.php/TCHES/article/download/11803/11308,Physical Unclonable Functions (PUFs) and Hardware Security; Cryptographic Implementations and Security; Security and Verification in Computing
PMFault: Faulting and Bricking Server CPUs through Management Interfaces,2023,5,https://doi.org/10.46586/tches.v2023.i2.1-23,https://tches.iacr.org/index.php/TCHES/article/download/10275/9723,https://tches.iacr.org/index.php/TCHES/article/download/10275/9723,Security and Verification in Computing; Advanced Malware Detection Techniques; Physical Unclonable Functions (PUFs) and Hardware Security
FaultMeter: Quantitative Fault Attack Assessment of Block Cipher Software,2023,5,https://doi.org/10.46586/tches.v2023.i2.212-240,https://tches.iacr.org/index.php/TCHES/article/download/10282/9730,https://tches.iacr.org/index.php/TCHES/article/download/10282/9730,Cryptographic Implementations and Security; Advanced Malware Detection Techniques; Security and Verification in Computing
Blind-Folded: Simple Power Analysis Attacks using Data with a Single Trace and no Training,2024,4,https://doi.org/10.46586/tches.v2025.i1.475-496,https://doi.org/10.46586/tches.v2025.i1.475-496,,Low-power high-performance VLSI design; Advancements in Semiconductor Devices and Circuit Design; Advanced Malware Detection Techniques
VeloFHE: GPU Acceleration for FHEW and TFHE Bootstrapping,2025,4,https://doi.org/10.46586/tches.v2025.i3.81-114,https://ojs.ub.rub.de/index.php/TCHES/article/download/12211/12018,https://ojs.ub.rub.de/index.php/TCHES/article/download/12211/12018,Internet of Things and Social Network Interactions
Faster Bootstrapping via Modulus Raising and Composite NTT,2023,4,https://doi.org/10.46586/tches.v2024.i1.563-591,https://tches.iacr.org/index.php/TCHES/article/download/11262/10804,https://tches.iacr.org/index.php/TCHES/article/download/11262/10804,Coding theory and cryptography; Cryptographic Implementations and Security; Algorithms and Data Compression
Efficient Private Circuits with Precomputation,2023,4,https://doi.org/10.46586/tches.v2023.i2.286-309,https://tches.iacr.org/index.php/TCHES/article/download/10285/9733,https://tches.iacr.org/index.php/TCHES/article/download/10285/9733,Cryptographic Implementations and Security; Cryptography and Data Security; Security and Verification in Computing
Sieving with Streaming Memory Access,2025,4,https://doi.org/10.46586/tches.v2025.i2.362-384,https://tches.iacr.org/index.php/TCHES/article/download/12051/11895,https://tches.iacr.org/index.php/TCHES/article/download/12051/11895,Parallel Computing and Optimization Techniques
Optimized One-Dimensional SQIsign Verification on Intel and Cortex-M4,2024,4,https://doi.org/10.46586/tches.v2025.i1.497-522,https://ojs.ub.ruhr-uni-bochum.de/index.php/TCHES/article/download/11938/11797,https://ojs.ub.ruhr-uni-bochum.de/index.php/TCHES/article/download/11938/11797,Quantum Computing Algorithms and Architecture; Parallel Computing and Optimization Techniques; Cryptography and Data Security
TeeJam: Sub-Cache-Line Leakages Strike Back,2023,4,https://doi.org/10.46586/tches.v2024.i1.457-500,https://tches.iacr.org/index.php/TCHES/article/download/11259/10801,https://tches.iacr.org/index.php/TCHES/article/download/11259/10801,Security and Verification in Computing; Advanced Malware Detection Techniques; Cryptographic Implementations and Security
Masking FALCON’s Floating-Point Multiplication in Hardware,2024,4,https://doi.org/10.46586/tches.v2024.i4.483-508,https://tches.iacr.org/index.php/TCHES/article/download/11800/11305,https://tches.iacr.org/index.php/TCHES/article/download/11800/11305,Numerical Methods and Algorithms; Digital Filter Design and Implementation; Parallel Computing and Optimization Techniques
Trace Copilot: Automatically Locating Cryptographic Operations in Side-Channel Traces by Firmware Binary Instrumenting,2024,4,https://doi.org/10.46586/tches.v2025.i1.128-159,https://metalla.org/index.php/TCHES/article/download/11925/11784,https://metalla.org/index.php/TCHES/article/download/11925/11784,Cryptographic Implementations and Security; Security and Verification in Computing; Advanced Malware Detection Techniques
OPTIMSM: FPGA hardware accelerator for Zero-Knowledge MSM,2025,3,https://doi.org/10.46586/tches.v2025.i2.489-510,https://tches.iacr.org/index.php/TCHES/article/download/12055/11899,https://tches.iacr.org/index.php/TCHES/article/download/12055/11899,Advanced Memory and Neural Computing; Advanced Neural Network Applications; Industrial Vision Systems and Defect Detection
SoK: FHE-Friendly Symmetric Ciphers and Transciphering,2025,3,https://doi.org/10.46586/tches.v2025.i3.583-613,https://ojs.ub.rub.de/index.php/TCHES/article/download/12228/12035,https://ojs.ub.rub.de/index.php/TCHES/article/download/12228/12035,Coding theory and cryptography
Masking-Friendly Post-Quantum Signatures in the Threshold-Computation-in-the-Head Framework,2025,3,https://doi.org/10.46586/tches.v2025.i4.667-710,https://tches.iacr.org/index.php/TCHES/article/download/12425/12153,https://tches.iacr.org/index.php/TCHES/article/download/12425/12153,Cryptographic Implementations and Security; Cryptography and Data Security; Security and Verification in Computing
Multi-Value Plaintext-Checking and Full-Decryption Oracle-Based Attacks on HQC from Offline Templates,2025,3,https://doi.org/10.46586/tches.v2025.i4.254-289,https://tches.iacr.org/index.php/TCHES/article/download/12410/12139,https://tches.iacr.org/index.php/TCHES/article/download/12410/12139,Cryptography and Data Security; Cryptographic Implementations and Security; Security and Verification in Computing
How Secure is Exponent-blinded RSA–CRT with Sliding Window Exponentiation?,2023,3,https://doi.org/10.46586/tches.v2023.i2.241-269,https://tches.iacr.org/index.php/TCHES/article/download/10283/9731,https://tches.iacr.org/index.php/TCHES/article/download/10283/9731,Advanced Data Storage Technologies; Security and Verification in Computing; Semiconductor materials and devices
White-box filtering attacks breaking SEL masking: from exponential to polynomial time,2024,3,https://doi.org/10.46586/tches.v2024.i3.1-24,https://tches.iacr.org/index.php/TCHES/article/download/11668/11188,https://tches.iacr.org/index.php/TCHES/article/download/11668/11188,Cryptographic Implementations and Security; Physical Unclonable Functions (PUFs) and Hardware Security; Advanced Malware Detection Techniques
HIPR: Hardware IP Protection through Low-Overhead Fine-Grain Redaction,2025,3,https://doi.org/10.46586/tches.v2025.i3.781-805,https://ojs.ub.rub.de/index.php/TCHES/article/download/12236/12047,https://ojs.ub.rub.de/index.php/TCHES/article/download/12236/12047,Physical Unclonable Functions (PUFs) and Hardware Security; VLSI and Analog Circuit Testing; Electrostatic Discharge in Electronics
Improved Circuit Synthesis with Multi-Value Bootstrapping for FHEW-like Schemes,2024,3,https://doi.org/10.46586/tches.v2024.i4.633-656,https://tches.iacr.org/index.php/TCHES/article/download/11805/11310,https://tches.iacr.org/index.php/TCHES/article/download/11805/11310,VLSI and FPGA Design Techniques; Radio Frequency Integrated Circuit Design; Low-power high-performance VLSI design
Carry-based Differential Power Analysis (CDPA) and its Application to Attacking HMAC-SHA-2,2023,3,https://doi.org/10.46586/tches.v2023.i3.1-29,https://tches.iacr.org/index.php/TCHES/article/download/10955/10262,https://tches.iacr.org/index.php/TCHES/article/download/10955/10262,Cryptographic Implementations and Security; Physical Unclonable Functions (PUFs) and Hardware Security; Chaos-based Image/Signal Encryption
Efficient and Composable Masked AES S-Box Designs Using Optimized Inverters,2024,3,https://doi.org/10.46586/tches.v2025.i1.656-683,https://tosc.iacr.org/index.php/TCHES/article/download/11942/11802,https://tosc.iacr.org/index.php/TCHES/article/download/11942/11802,Quantum-Dot Cellular Automata; Low-power high-performance VLSI design; Advancements in Semiconductor Devices and Circuit Design
Secure and efficient transciphering for FHE-based MPC,2025,3,https://doi.org/10.46586/tches.v2025.i3.745-780,https://ojs.ub.rub.de/index.php/TCHES/article/download/12235/12046,https://ojs.ub.rub.de/index.php/TCHES/article/download/12235/12046,Parallel Computing and Optimization Techniques; Advanced Data Storage Technologies; Interconnection Networks and Systems
Impeccable Keccak,2024,3,https://doi.org/10.46586/tches.v2024.i2.154-189,https://tches.iacr.org/index.php/TCHES/article/download/11424/10930,https://tches.iacr.org/index.php/TCHES/article/download/11424/10930,Cryptographic Implementations and Security; Physical Unclonable Functions (PUFs) and Hardware Security; Security and Verification in Computing
PoMMES: Prevention of Micro-architectural Leakages in Masked Embedded Software,2024,3,https://doi.org/10.46586/tches.v2024.i3.342-376,https://doi.org/10.46586/tches.v2024.i3.342-376,,Advanced Malware Detection Techniques; Security and Verification in Computing; Digital and Cyber Forensics
Fault-Resistant Partitioning of Secure CPUs for System Co-Verification against Faults,2024,3,https://doi.org/10.46586/tches.v2024.i4.179-204,https://tches.iacr.org/index.php/TCHES/article/download/11788/11294,https://tches.iacr.org/index.php/TCHES/article/download/11788/11294,Embedded Systems Design Techniques; Real-Time Systems Scheduling; Distributed systems and fault tolerance
High-assurance zeroization,2023,3,https://doi.org/10.46586/tches.v2024.i1.375-397,https://tches.iacr.org/index.php/TCHES/article/download/11256/10798,https://tches.iacr.org/index.php/TCHES/article/download/11256/10798,Security and Verification in Computing; Advanced Malware Detection Techniques; Cryptographic Implementations and Security
BASTION: A Framework for Secure Third-Party IP Integration in NoC-based SoC Platforms,2025,2,https://doi.org/10.46586/tches.v2025.i4.317-340,https://tches.iacr.org/index.php/TCHES/article/download/12412/12141,https://tches.iacr.org/index.php/TCHES/article/download/12412/12141,Physical Unclonable Functions (PUFs) and Hardware Security; Security and Verification in Computing; Interconnection Networks and Systems
Prover - Toward More Efficient Formal Verification of Masking in Probing Model,2024,2,https://doi.org/10.46586/tches.v2025.i1.552-585,https://tosc.iacr.org/index.php/TCHES/article/download/11939/11799,https://tosc.iacr.org/index.php/TCHES/article/download/11939/11799,Software Testing and Debugging Techniques; Digital Rights Management and Security; Model-Driven Software Engineering Techniques
Combined Threshold Implementation,2024,2,https://doi.org/10.46586/tches.v2024.i4.307-334,https://tches.iacr.org/index.php/TCHES/article/download/11794/11299,https://tches.iacr.org/index.php/TCHES/article/download/11794/11299,Physical Unclonable Functions (PUFs) and Hardware Security; Cryptographic Implementations and Security; Security and Verification in Computing
OBSCURE: Versatile Software Obfuscation from a Lightweight Secure Element,2024,2,https://doi.org/10.46586/tches.v2024.i2.588-629,https://tches.iacr.org/index.php/TCHES/article/download/11440/10945,https://tches.iacr.org/index.php/TCHES/article/download/11440/10945,Advanced Malware Detection Techniques; Security and Verification in Computing; Physical Unclonable Functions (PUFs) and Hardware Security
SDitH in Hardware,2024,2,https://doi.org/10.46586/tches.v2024.i2.215-251,https://tches.iacr.org/index.php/TCHES/article/download/11426/10932,https://tches.iacr.org/index.php/TCHES/article/download/11426/10932,Parallel Computing and Optimization Techniques; Embedded Systems Design Techniques
1/0 Shades of UC: Photonic Side-Channel Analysis of Universal Circuits,2024,2,https://doi.org/10.46586/tches.v2024.i3.574-602,https://tches.iacr.org/index.php/TCHES/article/download/11688/11208,https://tches.iacr.org/index.php/TCHES/article/download/11688/11208,Physical Unclonable Functions (PUFs) and Hardware Security; Integrated Circuits and Semiconductor Failure Analysis; Adversarial Robustness in Machine Learning
"Unlock the Door to my Secrets, but don’t Forget to Glitch",2024,2,https://doi.org/10.46586/tches.v2024.i2.88-129,https://tches.iacr.org/index.php/TCHES/article/download/11422/10927,https://tches.iacr.org/index.php/TCHES/article/download/11422/10927,Security and Verification in Computing; Digital and Cyber Forensics; Advanced Data Storage Technologies
TESLA: Trusted Execution Support for Legacy Embedded Applications,2025,2,https://doi.org/10.46586/tches.v2025.i4.899-924,https://tches.iacr.org/index.php/TCHES/article/download/12433/12161,https://tches.iacr.org/index.php/TCHES/article/download/12433/12161,Security and Verification in Computing; Cloud Data Security Solutions; Distributed systems and fault tolerance
